,song,song_id,duration,popularity,artist,artist_id,song_id_f,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,0,1,2,3,4,5,6
927,Lights out (feat. JungFreud),5KDw8XcEC9gNxq6Cuv48Mo,186305,48,"['PHFAT', 'JungFreud']","['5OjwToGCaI7xwzN5l27VIN', '2g5bjxHODoJ2EmQkMeYFOW']",3kw3ZWdklF42Yf8M06gzDS,0.0743,0.393,0.613,0.0298,0.68,-6.736,0.0458,79.935,0.172,PHFAT,JungFreud,,,,,
928,Dear Neighbor (feat. Jenni Potts) - Pham Remix,5WNTvu2nQ4RO6GUMRrj2kf,252110,12,"['Flapo', 'Pham', 'Jenni Potts']","['4IS0KnPoUDwlvWMzXX4Pbo', '2GH5uRMxmuAWn90B8DEZU3', '3CqIBKbIRHObYuudV8Yfwt']",6SkOjmUGibobNe9kMUHHVo,0.000724,0.549,0.762,0.0252,0.106,-7.866,0.027,82.982,0.454,Flapo,Pham,Jenni Potts,,,,
929,She - Original Mix,6bZ0Bwn5OVcKH6CWRPau6I,180000,0,['Eptic'],['4dvZ0abeUaiHm7Fu9Gj0PQ'],6kgc2yup9oyZJg7CzEw4ao,0.316,0.263,0.555,5.78e-05,0.128,-6.884,0.0446,79.783,0.191,Eptic,,,,,,
930,Lose Control (feat. Ciara & Fat Man Scoop),0UaMYEvWZi0ZqiDOoHU3YI,226863,62,"['Missy Elliott', 'Ciara', 'Fatman Scoop']","['2wIVse2owClT7go1WT98tk', '2NdeV5rLm47xAvogXrYhJX', '15GGbJKqC6w0VYyAJtjej6']",6RB9YvNyP0RZfCUcMtZELH,0.395,0.427,0.558,3.69e-05,0.136,-6.374,0.0685,86.141,0.605,Missy Elliott,Ciara,Fatman Scoop,,,,
931,Title Shot (feat. 5 Star),4Xt7OwM6Egax5kIjpoI7f2,190913,32,"['Honey Claws', '5-Star']","['1InMheudBVufPrhOccCQHQ', '10GB85e2UlHaWSZSjgzuo6']",3sMleqdCDalZ6xsAQe8xuY,0.26,0.85,0.669,0.274,0.103,-5.46,0.047,112.966,0.914,Honey Claws,5-Star,,,,,
937,Down The Road,1SayqEg8HKK2IeIEWjdYxY,207186,54,['C2C'],['28INUgyzTTRbvSphrJbgZ2'],1rd3bZL1cR7gETcEw27apY,0.000634,0.698,0.742,0.851,0.102,-8.047,0.0433,125.993,0.0863,C2C,,,,,,
938,Delta,5gtuTd7og1AADSAa2oYy3m,224200,46,['C2C'],['28INUgyzTTRbvSphrJbgZ2'],3SoRGDktGjTygtQ7phU03a,0.038,0.511,0.711,0.00226,0.128,-4.761,0.18,189.885,0.583,C2C,,,,,,
939,Genius,4nACgpjyb4XoabqODcszuE,250226,31,"['C2C', 'Gush']","['28INUgyzTTRbvSphrJbgZ2', '3m61hCLcU3oVbs9kPYnoGC']",16TgdSXa71GegvWppYh6Qp,0.235,0.68,0.682,0.0747,0.132,-6.88,0.049,116.877,0.553,C2C,Gush,,,,,
940,F.U.Y.A.,4YG11F0CV02cJEFUH7NUBn,305333,38,['C2C'],['28INUgyzTTRbvSphrJbgZ2'],6A00T6ETDwzT1JvGVal63F,0.0142,0.457,0.75,0.0171,0.357,-4.668,0.0469,160.013,0.372,C2C,,,,,,
941,Cry,59XO64Te17WcmnmMQXQbOj,197382,3,"['Sigma', 'Take That']","['01pKrlgPJhm5dB4lneYAqS', '1XgFuvRd7r5g0h844A5ZUQ']",4dXe0OJLfh62KVqQeDiPxR,0.104,0.704,0.637,0.507,0.154,-8.291,0.0281,123.985,0.427,Sigma,Take That,,,,,
943,Arrakis - Noisia Remix,4g8rmYev868FYFUh3XfS6V,375603,2,"['Black Sun Empire', 'Noisia']","['3PAXvY08KxX5HmCsmKw4x8', '4YWj8sohRDjL9deiuRvEEY']",5ju9W3zWsvxLqH6u9rLClZ,0.0117,0.724,0.916,0.73,0.16,-4.653,0.0519,99.142,0.963,Black Sun Empire,Noisia,,,,,
946,Thug,1Xun2e0OWzpRnqTWbzFvPk,297118,0,"['Black Sun Empire', 'State of Mind']","['3PAXvY08KxX5HmCsmKw4x8', '6Piel9jEbV4Qb18Yw1B2dI']",76ZDwA8uTyMys4LIS3pBUX,0.251,0.0848,0.212,0.646,0.0796,-11.406,0.0369,177.559,0.0572,Black Sun Empire,State of Mind,,,,,
947,Cold Inside feat. Baasch,7fHLlZOMcrAAO9pfJB1kj3,201280,27,"['Rysy', 'Baasch']","['1g8ymDLzZuSX7H7QGY3mGX', '063D0MKbIbbBjKgtYRGBga']",39kUTBz4uJoy5VtmIybz9D,0.161,0.189,0.386,0.86,0.144,-8.762,0.043,155.006,0.0382,Rysy,Baasch,,,,,
948,Be yOu - Original Mix,32Yr3MctvOcETWIq1YGb2O,414108,16,['Fabio Florido'],['42uH4r4LvmWlHvlQTwucAu'],6zkhhG8iQ8waiwGkQuhoE1,0.00689,0.262,0.474,0.84,0.169,-9.079,0.0359,120.327,0.047,Fabio Florido,,,,,,
949,Mindshake - Original Mix,1aZqCThCwhzMKdxqWxougL,468331,1,"['Fabio Florido', 'Stiv Hey']","['42uH4r4LvmWlHvlQTwucAu', '1M76yDWng7mt68zQwoLnFA']",0unnMNhucezwLuRU0fTWGx,0.00574,0.707,0.588,0.876,0.238,-4.515,0.0436,114.996,0.282,Fabio Florido,Stiv Hey,,,,,
950,Pursuit,2jJIxT6WAIVWzDo3Ou53Q0,247603,50,['Gesaffelstein'],['3hteYQFiMFbJY7wS0xDymP'],2Xg4bsCoRI7Ey7eIy6tmvV,0.000197,0.736,0.859,0.889,0.122,-8.053,0.0629,128.011,0.315,Gesaffelstein,,,,,,
951,Viol - Original Mix,4qlbRE42nDix8Si44Au5Dx,343878,0,['Gesaffelstein'],['3hteYQFiMFbJY7wS0xDymP'],4wEZhtOf3ANP9hxYFw538Z,0.156,0.719,0.822,0.87,0.105,-9.519,0.0443,127.987,0.189,Gesaffelstein,,,,,,
952,Aleph,0W2275seLSrfjHxeWmDb6l,286826,36,['Gesaffelstein'],['3hteYQFiMFbJY7wS0xDymP'],6IdFO1sqWdl02uwACVwyRJ,0.00153,0.75,0.843,0.879,0.0687,-6.628,0.0787,128.004,0.175,Gesaffelstein,,,,,,
953,Hate or Glory,7Jlqg70T1RhZICoFJmj1Bm,288786,44,['Gesaffelstein'],['3hteYQFiMFbJY7wS0xDymP'],5Fxg2sFua9YOSbnh1Hm6nh,0.00763,0.768,0.925,0.903,0.108,-8.736,0.0818,127.997,0.542,Gesaffelstein,,,,,,
954,Obsession,7nyprGzLfhdp0zJfa0peji,249373,43,['Gesaffelstein'],['3hteYQFiMFbJY7wS0xDymP'],7KYB59CB0LKlXbVNIDGcey,3.2e-05,0.78,0.783,0.923,0.111,-8.541,0.104,128.003,0.0386,Gesaffelstein,,,,,,
955,King George,6JUKB0iGIync45I1dwFqFM,257320,0,['Caspa & Rusko'],['0N0XQqMJVtluq5qPKqzVqw'],16k71WllnshZTxs60f142M,0.000443,0.733,0.88,0.938,0.105,-8.798,0.0513,128.03,0.0271,Caspa & Rusko,,,,,,
956,Zauberhund,1sj5vWmdooMpMDPrUs0iYj,452149,34,"['Nadja Lind', 'D. Diggler']","['5U0gqVS1vPHUyUGCdrlYOD', '48hfQjyF6ObmrMd0SqNH2V']",5G8mvNO2cKHvtOyUTrjq4X,0.00035,0.8,0.926,0.864,0.106,-4.598,0.0711,126.032,0.857,Nadja Lind,D. Diggler,,,,,
957,Simsala,6RKPs0gGMls1uzOYfxbXfY,270639,50,['Monkeybrain'],['4ZnZnqNlIMadbLWzurTTii'],5vq6XgXetXEGhVvnKQUPkU,0.00435,0.702,0.682,0.907,0.112,-12.486,0.0458,126.998,0.0508,Monkeybrain,,,,,,
958,Ostatni Dzień Lata,3V94eeup86XaZfOKT4tYIK,171400,31,['Da Vosk Docta'],['0eVFGwSvttHQvGrdcKXbW2'],2iFnvcAQWtP1dwYoXBTBJL,0.117,0.725,0.885,0.568,0.11,-9.88,0.0485,130.003,0.411,Da Vosk Docta,,,,,,
959,Brat,2Ji6YJ8sArufSOB7S9MDD8,281415,37,['Rysy'],['1g8ymDLzZuSX7H7QGY3mGX'],53cLYZSnsw7BeJybRHPlox,0.203,0.866,0.828,0.527,0.123,-8.704,0.203,133.004,0.543,Rysy,,,,,,
960,Stringtest,1FaIqJhS3xMyHwPUbXSrKq,422052,36,['Gaiser'],['0zNtdoyO2ZA7hhYMNLh48Y'],77CbKFoKrVFyvBQn5gx6EO,0.00488,0.702,0.88,0.728,0.316,-10.74,0.0606,134.999,0.13,Gaiser,,,,,,
961,Real Me - Kid Simius Remix,4x7RdHzFWagy6QNmuSOUzv,395454,27,"['Niconé', 'Aquarius Heaven', 'Kid Simius']","['70s3JhU9Ai0cIowagibjNI', '0lAjFl20uNiFMWafrHRxea', '36y7VzGBD47ymYb40a7JkE']",0Lt1toirvkqU34oE9IIsc3,0.0528,0.718,0.517,0.911,0.112,-11.779,0.0445,134.976,0.333,Niconé,Aquarius Heaven,Kid Simius,,,,
962,Fading Out,0lK7BBwsdFpoxMOEp700sQ,484634,28,"['Frankyeffe', 'Seismal D', 'Njira']","['1YeRLPqVEJIpa6jstdiD0O', '60izpOeeXoqfHmhm71sg8i', '6aCja1B7FeanWzEfEUUc9Q']",6Yn6uVh4WEeguTFuGb9cC4,0.0422,0.659,0.911,0.873,0.111,-9.568,0.0387,131.483,0.0905,Frankyeffe,Seismal D,Njira,,,,
964,Pill,7ChUR0oTJ0ofSYwPzvXdJv,247889,31,['Beissoul & Einius'],['6JOVhCHXHhk92Eo6ppVNlE'],7tXrQ2MHCvwe5W8HQuX77r,0.0525,0.711,0.879,0.866,0.102,-8.587,0.144,131.008,0.126,Beissoul & Einius,,,,,,
965,Your Life,0mVdxPjcFOwMcl8YDGKJl0,185869,40,['Zeppy Zep'],['2hnyMG1DuXarlHFJDITc3n'],1lwNTPlNSUgYp6Hybt1V5r,0.00788,0.784,0.643,0.93,0.0995,-9.55,0.0613,129.997,0.105,Zeppy Zep,,,,,,
966,White Lack,4JkoHrppOsz2wXr2MzpX1T,438213,30,['InClose'],['0kSRZjBwar5dWkrPR57GMD'],2KEfaV85rRrijohxW6WJoA,4.92e-05,0.641,0.879,0.856,0.206,-10.299,0.0697,129.99,0.154,InClose,,,,,,
967,Get Lost,77KuicVxDGzaRZTjPXdhox,393400,27,['Hidden Empire'],['44Ga1YqZthFOzZSTHiNWkC'],1qTJM3frRmgTLilY8zbicB,0.00191,0.873,0.668,0.683,0.128,-9.147,0.128,131.012,0.226,Hidden Empire,,,,,,
968,Five Minutes - Zimmer Remix,4X864m4tHKfMyfPUzJzqqd,342105,33,"['Her', 'Zimmer']","['1T2WeXEi0XlZiPpjjDAY0L', '2pts5B2shsEtIVC4onTFKb']",5frpx0IFT5usJJyE993OHI,0.000617,0.792,0.77,0.876,0.0472,-5.505,0.0416,130.011,0.166,Her,Zimmer,,,,,
969,Hyperplane,1UfLGjdVfamgacSkf4QCL7,456237,26,"['Indika', 'Teho']","['0h9R7G9NZqbZB08JBFKg1x', '7uZckwZIIL89Paj8E1GEFO']",1S5DG6qHSlZOoIQ7gTDt2G,0.00233,0.678,0.912,0.853,0.102,-10.101,0.0494,130.001,0.142,Indika,Teho,,,,,
970,Slow Bilbao,1eeXFhWjY5mlHAmxO6Ylk9,351503,25,['Compuphonic'],['7GZ8Tz3F5bLPTJYNSwiunY'],7st0DpObKfFbIu7idNPQI9,0.0466,0.603,0.736,0.795,0.112,-13.314,0.0413,132.006,0.0409,Compuphonic,,,,,,
971,Ignorance Is Bliss,5G45wCSoiEpoDEWdVRrplj,413661,33,['Mees Salomé'],['3vcY5vaGqSQF6UA9N2iC4L'],5qLZvk6aOHiP7ojmSVuCq0,0.00855,0.662,0.676,0.891,0.118,-9.889,0.0425,127.001,0.238,Mees Salomé,,,,,,
972,Vitamins,2T9qCRB1ljI5q2XSEb7LWJ,501564,28,"['Fideles', 'Haptic']","['39RaU9BN81x3KBo299bwXs', '1asA1GU6YiNGNqogpjCjr8']",0yfLOwZmzWmdFLPmmQhGd0,0.00198,0.702,0.739,0.836,0.108,-10.583,0.0738,127.978,0.0705,Fideles,Haptic,,,,,
973,Floating Walk,4rEAec6YC9Q7QNPubD8Utd,394946,3,"['Lexer', 'Paji']","['2vDXLZ9mI3CdTPPIzFUKlY', '7JlIc6aw1PyoBKQg9c1EnJ']",0eCZ374V0zfrvAGiiy5ToH,0.0242,0.809,0.871,0.807,0.0897,-8.863,0.0545,128.032,0.0187,Lexer,Paji,,,,,
974,Praise You - Maribou State Remix,2auqHGPYKXr5fnHRWKliRi,341756,43,['Fatboy Slim'],['4Y7tXHSEejGu1vQ9bwDdXW'],31Aarc1eLNAh6QRxQsXTN4,0.0456,0.742,0.574,0.856,0.0918,-11.273,0.0403,127.04,0.0387,Fatboy Slim,,,,,,
975,Shadowtalk,543ckuvdrfz2VpSsHim5fh,217303,31,['Alex Arcoleo'],['6JkBbOaS3boYr0jIeSj5eM'],47ioykvTZqjTNbXSzTijAM,0.00213,0.779,0.8,0.9,0.0823,-11.338,0.049,127.005,0.148,Alex Arcoleo,,,,,,
976,Radiance,2OQzVxMhAMOHjrVDdvf5wy,635386,25,['Cryptik'],['4NT7gjFCoCe1qPX2PsbKz6'],5K8vbcePof0ov2pVl7vA7S,0.00104,0.799,0.656,0.889,0.101,-11.806,0.0926,129.004,0.035,Cryptik,,,,,,
977,Magnetic Empathy,5vw2sQcTm9TX1DSGLo0sJW,433956,27,['Transcode'],['0A1wu73Im00lBOBgUM7Ati'],5TLCWDk3OqCe9mTPEJFbgU,0.0131,0.675,0.823,0.0147,0.0981,-6.534,0.0887,125.995,0.131,Transcode,,,,,,
978,A Matter of Time - Monokle Remix,0d47v6JyU0rCKJfm7AniG4,322000,27,"['Dillon', 'Monokle']","['6oyGMaD0Kbx3ynXKhzH2wW', '4NBXOxbA4Jxwqj8gV50ew6']",40gB8TLrDzmUDX2a5fkjgp,0.00694,0.641,0.798,0.906,0.112,-9.09,0.0368,126.99,0.0241,Dillon,Monokle,,,,,
979,Sekater,2u77w9B0F4EIUBG8my57vF,484918,35,['Rafael Cerato'],['3NUcxMYt10f6cx567crDk2'],2nucfLL2vrkkowwJPQpyvN,0.0196,0.802,0.482,0.837,0.0905,-13.008,0.0618,124.985,0.259,Rafael Cerato,,,,,,
980,Jiggy - Original Mix,7KLbVRGi54UZcoWySVXvYC,403037,32,"['Alfred Heinrichs', 'Dejvid Kavazovic']","['6kzCLJOC7MU8mAbhIJNpIo', '6AjWrWau5fRgznE1O0Y4lJ']",4oGUVQLFT7nvjCkIOOjRRA,0.0185,0.799,0.58,0.878,0.0905,-10.275,0.0687,125.015,0.408,Alfred Heinrichs,Dejvid Kavazovic,,,,,
981,Fight,60zR1AnTIXBcdQTUN3tz7a,216015,34,['WDL'],['7CvG0Ai6a66YcdF1nBX9yO'],4zD32Yxh25khGDSrxkDMuO,0.00154,0.69,0.722,0.884,0.109,-9.318,0.0474,127.003,0.423,WDL,,,,,,
982,Wrecked,3NXiXuJSu9j7AiMi7uLxJt,414558,25,['Kiasmos'],['6X8lhZ7YaRUBlOsOYimlyD'],3WCvoYz06QIwSSYbdXpC7Y,0.000672,0.751,0.551,0.938,0.112,-11.79,0.0496,127.998,0.0706,Kiasmos,,,,,,
983,"Irminsul, le pillier du monde - Original Mix",5goE8bpxWHJSzBf6HRDkS4,491904,29,['Damabiah'],['14qDcVIBZX82p7ZenBpvWA'],3ogkFdjmZGO1zf3JUleIOJ,0.079,0.658,0.837,0.925,0.106,-8.281,0.0483,127.987,0.0397,Damabiah,,,,,,
984,Hold On - rrotik Remix,6MEFEYQEqtWkVQSCXQ7sex,195030,35,"['Pablo Nouvelle', 'James Gruntz', 'rrotik']","['2OIJq28O1lXrZ2x3NGSk8P', '3vyUTiW9vClzOUXCHVNWsy', '5SCkoSOpnE0detaaoPvOJd']",2wa66VNE2elN24Cc6Bd0YO,0.000197,0.792,0.867,0.848,0.111,-8.795,0.0428,130.991,0.034,Pablo Nouvelle,James Gruntz,rrotik,,,,
985,The Misery - Nu and Pauli vs. Acid Remix,0MNC2VsIWV1EI9nqUSC8fO,406077,37,"['Daniel Bortz', 'Acid Pauli', 'Nils Corssen']","['23B2qxOv4x5uzlyhfEuNQi', '3LHqODf1hGAgZ5LTw1Gf4C', '7HLjI2xBbf8OMLG5LGRKEk']",5T5xbQDLvN6D2MKROKeWoW,0.00709,0.616,0.758,0.912,0.111,-8.291,0.0365,130.018,0.282,Daniel Bortz,Acid Pauli,Nils Corssen,,,,
986,Fuel,0NdidkH0EQwG7mx6F6SDkI,269733,7,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],2VnXPOHjtfgi9lhnalziL6,1.63e-05,0.73,0.924,0.91,0.0976,-7.813,0.0537,129.999,0.034,Metallica,,,,,,
987,Ain't My B*tch,2aWaXzlYMeDeqxbnVErhOB,304173,1,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],5ifuPCYeFrYvaHorOVKo3D,5.98e-06,0.8,0.803,0.943,0.0931,-10.019,0.0426,131.024,0.388,Metallica,,,,,,
988,2 X 4,2gZ9yM9YCgtN2lkNmXEg3P,328200,0,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],5RSLE68Xq2m6h7ggtVReSL,0.00019,0.595,0.942,0.72,0.318,-11.22,0.0416,130.013,0.0333,Metallica,,,,,,
989,Attitude,7F2oqVrAB0u9nSDdhiJsAK,316240,0,['Metallica'],['2ye2Wgw4gimLv2eAKyk1NB'],50jcQ3GvuqQkcm9Jehz7BJ,0.000104,0.385,0.804,0.904,0.466,-8.926,0.0468,130.001,0.236,Metallica,,,,,,
990,I Fink U Freeky,5DBQWDGt7WVlyMgMgvGko9,280920,48,['Die Antwoord'],['6urkHDoIVO1WO8vNIwcJmM'],1on5H8UlUZX5m0XIzAFO9l,0.00707,0.786,0.911,0.844,0.239,-8.744,0.0471,132.01,0.147,Die Antwoord,,,,,,
991,Tommy's Theme,6dTCOijsPDH8xrg8K86Vjs,280308,0,['Noisia'],['4YWj8sohRDjL9deiuRvEEY'],1Z7e8fQP8az32sG0ssciOS,0.0056,0.693,0.742,0.896,0.0994,-8.227,0.0444,128.02,0.277,Noisia,,,,,,
992,Blind Heart - Radio Edit,3Wb4T8OJg4obJNBMUYgfPm,197953,4,"['CAZZETTE', 'Terri B!']","['1IELhvOMg5VQlU7syRm6CS', '6eke2ECTHhJgqVsArc8t5z']",716MlK4nIWkrlhYPjmgl8B,0.0384,0.791,0.943,0.917,0.0962,-7.916,0.04,128.018,0.0467,CAZZETTE,Terri B!,,,,,
994,Hell Yeah!,2pv6ex8xA9n3hxS9kpjllz,352593,0,['Tiësto & Showtek'],['3yRnqY90mSnoaunqNcDYmA'],7qbaAsxBfMQGduJne2h2DC,0.0107,0.689,0.96,0.9,0.15,-5.935,0.0539,127.994,0.608,Tiësto & Showtek,,,,,,
995,Maximal Crazy - Video Edit,29nH6cqCtHTnWyzllqPYrx,256606,0,['Tiësto'],['2o5jDhtHVPhrJdv3cEQ99Z'],0DssXCd1et2fssYWGJ6MYv,0.042,0.686,0.692,0.923,0.0738,-9.024,0.0609,127.997,0.138,Tiësto,,,,,,
998,Pursuit Of Happiness - Extended Steve Aoki Remix (Explicit),7m47Go71qTMBs4kTH7U8F8,373546,52,"['Kid Cudi', 'MGMT', 'Ratatat', 'Steve Aoki']","['0fA0VVWsXO9YnASrzqfmYu', '0SwO7SWeDHJijQ3XNS7xEE', '57dN52uHvrHOxijzpIgu3E', '77AiFEVeAVj2ORpC85QVJs']",2OLilrAzT1rFtTM2Y2tsfO,0.00314,0.861,0.777,0.879,0.0927,-8.943,0.0967,125.984,0.0272,Kid Cudi,MGMT,Ratatat,Steve Aoki,,,
999,Black Gloves - The Bloody Beetroots remix,0qgUx7DTPByZKMr0KzEMQo,240373,20,"['Goose', 'The Bloody Beetroots']","['3gAnduA93Ykv75yNrwXhz5', '0QJKELJZZuLAjqLOOixJm5']",0dCOxB07cxEtZPfAZmAytj,0.068,0.763,0.894,0.931,0.132,-8.483,0.0657,126.004,0.341,Goose,The Bloody Beetroots,,,,,
1000,Five More Hours - Deorro x Chris Brown,6YwLgicpvVuMt1eE2OldwQ,211975,71,"['Deorro', 'Chris Brown']","['6VD4UEUPvtsemqD3mmTqCR', '7bXgB6jMjp9ATFy66eO08Z']",0gC2t6pOBIYcOZEwvT8PZa,0.0921,0.723,0.705,0.901,0.108,-11.635,0.0495,126.016,0.0367,Deorro,Chris Brown,,,,,
1001,IKURA - Prismo Remix,2T1wywCgcf8g6GE0zCpqfI,249240,27,"['Barenhvrd', 'Prismo', 'VANILLA TRAP']","['7xkdjyxweQiZI6MhkURbZx', '23ostNBoB9z6GMXLtHdg7y', '2HKYQz3orMfMlt3ZF91tyO']",4WfTdxTIdbib5Pb0KrYCHd,0.154,0.739,0.848,0.932,0.0854,-9.68,0.0601,125.993,0.189,Barenhvrd,Prismo,VANILLA TRAP,,,,
1002,Battle Royale - Haters Instrumental VIP,5U32FhFvMdobiID3VtSMJv,216000,34,['Apashe'],['1fd3fmwlhrDl2U5wbbPQYN'],6qggM45NGRAlLPmwnykKw3,0.163,0.812,0.905,0.902,0.0974,-7.978,0.0955,127.003,0.214,Apashe,,,,,,
1003,Battle Royale feat. Panther - VIP Mix,2sxRUOzDk6GGWi0rEfiwLE,216000,56,"['Apashe', 'Panther']","['1fd3fmwlhrDl2U5wbbPQYN', '6erKRB3tCD5A61URnS7nvI']",6I10SYhJQEYC91DuM6meFJ,0.2,0.761,0.704,0.866,0.116,-11.262,0.0489,124.982,0.317,Apashe,Panther,,,,,
1004,Corporate Demons (feat. Luxas),10DXAAAbnc7q0nxN4jbXvd,265178,36,"['Gramatik', 'Luxas']","['179BpmLkQCRIoU68Co80f5', '6Nu4jxY4ZSApZda2QW3fMX']",602WbmpjolPIAE9aHKNtSa,0.133,0.726,0.887,0.948,0.0868,-10.516,0.084,128.018,0.464,Gramatik,Luxas,,,,,
1009,Shake That,6KqKg8IPuvtDB3PNAvffFf,274440,55,"['Eminem', 'Nate Dogg']","['7dGJo4pcD2V6oG8kP0tJRR', '1Oa0bMld0A3u5OTYfMzp5h']",21sZ726t47YP9geCYexRPU,0.00309,0.802,0.836,0.877,0.0893,-7.502,0.0498,124.996,0.279,Eminem,Nate Dogg,,,,,
1011,Hymn For The Weekend - Seeb Remix,6s3GEN8wK0OMzzzZbXj0fu,212647,76,"['Coldplay', 'Seeb']","['4gzpq5DPGxSnKTe4SA8HAU', '5iNrZmtVMtYev5M9yoWpEq']",2zaAL1DB5RfYLJk4k0dWWa,0.0281,0.789,0.902,0.9,0.0975,-11.628,0.0731,126.005,0.0997,Coldplay,Seeb,,,,,
1014,Run the World (Girls),1uXbwHHfgsXcUKfSZw5ZJ0,236093,74,['Beyoncé'],['6vWDO969PvNqNYHIOW5v0m'],4wmw8hgxfQcRJhFnTD8OGd,0.0991,0.783,0.898,0.876,0.633,-5.937,0.0449,126.003,0.477,Beyoncé,,,,,,
1015,Booka Shake,4DOgJxuLXka58Rw5hrgwKt,214298,38,['Rosswell'],['7yT7eDcM2Gckg1H810VnXL'],5a3WYekeADkKjJXM0F0AIg,8.21e-05,0.734,0.83,0.926,0.0899,-4.354,0.0512,126.012,0.252,Rosswell,,,,,,
1019,Cheap Thrills,378iszndTZAR4dH8kwsLC6,224813,63,"['Sia', 'Sean Paul']","['5WUlDfRSoLAfcVSX1WnrxN', '3Isy6kedDrgPYoTS1dazA9']",4utmKe0SiM8tYEZBlIn8f2,0.169,0.601,0.29,0.965,0.112,-14.565,0.0995,124.995,0.0364,Sia,Sean Paul,,,,,
1020,Love is Gonna Save Us (Original) - Benny Benassi Presents The Biz,0DbdwGmYsyax64LpniHfxV,304979,36,"['Benny Benassi', 'The Biz']","['4Ws2otunReOa6BbwxxpCt6', '1jQDgp9Fak4WYVZedWLF4G']",10AFhDd4uJaDLR0LVPMkDT,0.00206,0.8,0.924,0.878,0.139,-2.921,0.117,126.007,0.261,Benny Benassi,The Biz,,,,,
1024,Saint Bass City Rockers,5B4QJOQOJ24qJVlGMtNREk,316875,38,['The Bloody Beetroots'],['0QJKELJZZuLAjqLOOixJm5'],7A3vcnTYJzYAqYd7LqiMSs,0.00116,0.804,0.463,0.905,0.105,-10.642,0.0953,125.004,0.355,The Bloody Beetroots,,,,,,
1026,Animals - Radio Edit,5OK7p7vge38Vx9jwQOIYOX,176117,20,['Martin Garrix'],['60d24wfXkVzDSfLS6hyCjZ'],1WsHKAuN9vDthcmimdqqaY,0.000252,0.751,0.721,0.574,0.119,-8.093,0.0655,126.02,0.0388,Martin Garrix,,,,,,
1027,Tremor (Sensation 2014 Anthem) - Original Mix,4eJMrJd3co8ik33r5Ezk9w,294374,0,"['Dimitri Vegas & Like Mike', 'Martin Garrix']","['73jBynjsVtofjRpdpRAJGk', '60d24wfXkVzDSfLS6hyCjZ']",6WpRKA6X8fT1QFafX7g5Df,0.00213,0.51,0.849,0.848,0.113,-9.273,0.0332,130.006,0.105,Dimitri Vegas & Like Mike,Martin Garrix,,,,,
1028,Born to Get Wild (feat. will.i.am),47KiaK2bCRWRpnJu8KuQQn,285000,38,"['Steve Aoki', 'will.i.am']","['77AiFEVeAVj2ORpC85QVJs', '085pc2PYOi8bGKj0PNjekA']",6T9NyjUXG7VuUG1rXD7WxX,0.0362,0.676,0.872,0.916,0.092,-11.186,0.048,130.005,0.1,Steve Aoki,will.i.am,,,,,
1029,Boy Oh Boy,2tBtdRjNw2YYIEzj6VtQhq,174398,0,"['Diplo', 'GTA']","['5fMUXHkw8R8eOP2RNVYEZX', '6M7RdR9ZP52h2mfNLmiHtU']",76nsZz34j2fslC3oVmSWrN,0.12,0.751,0.771,0.733,0.113,-8.541,0.0695,129.009,0.19,Diplo,GTA,,,,,
1030,Calabria - Firebeatz Remix,076jREnPu9sinABTfdw9Xi,217784,54,['Rune RK'],['32ejcIBfk6cbs473H0LlBE'],0ov4JLCWWosSQ659PFAHQ6,0.389,0.781,0.393,0.00888,0.0954,-12.423,0.0343,116.977,0.603,Rune RK,,,,,,
1031,Tell Me,1JR7GbobhcAEiWEAhTgLtz,281142,43,"['RL Grime', 'What So Not']","['5eIbEEQnDM8yuDVB0bimSP', '4AA8eXtzqh5ykxtafLaPOi']",6ngfhauAytTZsaQgZyJIeK,0.0752,0.697,0.753,0.0,0.189,-6.213,0.0679,81.017,0.507,RL Grime,What So Not,,,,,
1032,Palace,0u1AgXxGKpsOHEK9FDToWP,218482,0,"['Unlike Pluto', 'KickRaux']","['4zjO8Jhi2pciJJzd8Q6rga', '2FcAOdmnKyfpUot6B5LHLg']",7tPx0INxzHlxWgOYnmNSgd,0.133,0.726,0.9,0.0,0.145,-4.134,0.0401,160.128,0.973,Unlike Pluto,KickRaux,,,,,
1033,Behind closed doors,7BuEOTf4ltAJVLIPloJU8I,128574,0,['Muoi'],['4DJXGnzZgQNTyMhRGZeyMT'],2aGDxHavIuRArjI3NwfaVY,0.0294,0.649,0.831,2.92e-05,0.182,-5.484,0.0701,90.053,0.497,Muoi,,,,,,
1034,Hangover,2AvntB31GW7r3aBQ3kXFT3,189062,32,"['La Tartine', 'SEA']","['440X0w3TPG1zTjCc0aKUtV', '1Ju1c7jSonFLZrb7tpHsPL']",0Z5usJ8uFDyghGMBlQSafX,0.0657,0.712,0.901,0.0,0.573,-4.686,0.0463,139.993,0.893,La Tartine,SEA,,,,,
